CompID,company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,employee,funding round,funding status,last funding date,lastfundamt,last funding type,totfundamt,investor1,investor2,investor3,investor4,investor5,no of investor,founder2,founder3,RevGp,E-Gp,founded year,tfa,lfa,lastfundedyear,timefund,indtemp,indtemp2,index,Rank
C158,Varmora,Building Material,Home Improvement,Morbi,Gujarat,Varmora is a fast-growing tile and bathware brand in India.,363621,Less than $1M,1994,varmora.com/,—,,1001-5000,1,Private Equity,"Jun 28, 2022","$100,000,000",Private Equity,"$100,000,000",The Carlyle Group,,,,,1,,,G8,E-G2,1994,100000000,100000000,2022,28,3571428.571,250000,250000,693
C3989,MCaffeine,Beauty,Consumer Goods,Mumbai,Maharashtra,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",—,$1M to $10M,2016,www.mcaffeine.com/,4,Mohit Jain,Nov-50,7,Late Stage Venture,"Mar 29, 2022","₹ 2,40,00,00,000.00",Series C,"$ 3,74,99,574.00",Nimesh Kampani,"Paragon Partners, India",Amicus Capital,7Square Ventures,,11,Saurabh Singhal,,G3,E-G5,2022,37499574,33600000,2016,6,6249929,124998.58,249997.16,694
C699,Indu Group,Energy,,Hyderabad,Andhra Pradesh,"Indu Group is an energy, infrastructure, and real estate business.",500 072,Less than $1M,2001,www.induprojects.com/,1,Indukuri Syam Prasad Reddy,501-1000,1,Private Equity,"Sep 1, 2008","$29,000,000",Private Equity,"$29,000,000",MAPE Advisory Group,,,,,1,,,G8,E-G3,2008,29000000,29000000,2001,7,4142857.143,248571.4286,248571.4286,695
C4051,Intello Labs,AgTech,Artificial Intelligence (AI),Haryana,Haryana,Intello Labs uses image matching and machine learning to measure the quality of crops.,122018,$10M to $50M,2016,www.intellolabs.com,2,Devendra Chandani,51-100,9,Early Stage Venture,"Dec 8, 2022","$ 28,20,000.00",Series B,"$ 1,65,13,800.00",Omnivore,Nexus Venture Partners,SVG Ventures,Avaana Capital,,11,Milan Sharma,,G2,E-G6,2022,16513800,2820000,2016,6,2752300,82569,247707,696
C3332,Cygni Energy,Energy,Renewable Energy,Hyderabad,Andhra Pradesh,Cygni Energy is a manufacturer of energy storage devices for commercial and institutional customers.,500037,$1M to $10M,2015,www.cygni.com/,2,Paramjit Singh,101-250,6,Early Stage Venture,"Aug 25, 2022","$ 1,25,00,000.00",Series B,"$ 2,16,00,157.00",IndusInd Bank,Indian Overseas Bank,Endiya Partners,Sasken Communication Technologies,RTBI,6,Venkat Rajaraman,,G3,E-G9,2022,21600157,12500000,2015,7,3085736.714,123429.4686,246858.9371,697
C1047,Light Microfinance,Finance,Financial Services,Ahmedabad,Gujarat,Light Microfinance is a microfinance company that offers financial products and services through gender and poverty-focused programs.,380015,$1M to $10M,2008,www.lightmicrofinance.com,1,Deepak Amin,101-250,3,Early Stage Venture,"Sep 22, 2022","₹ 1,96,00,00,000.00",Series B,"₹ 3,06,66,00,000.00",British International Investment,Northern Arc,Incofin Investment Management,Triple Jump,Nordic Microfinance Initiative,6,,,G3,E-G9,2022,42932400,27440000,2008,14,3066600,122664,245328,698
C165,Edelweiss Global Investment Advisors,Advice,Finance,Mumbai,Maharashtra,"Edelweiss Global Investment Advisors is into wealth management, capital markets, asset management and asset reconstruction.",—,Less than $1M,"Nov 1, 1995",wealth.edelweiss.in/pre-login,1,Nitin Jain,5001-10000,1,Private Equity,"Nov 12, 2019","₹5,250,000,000",Private Equity,"₹5,250,000,000",Sanaka Capital Partners,,,,,1,,,G8,E-G4,1995,73500000,73500000,2019,24,3062500,245000,245000,699
C315,NetAmbit,Financial Services,Property Insurance,Noida,Uttar Pradesh,We are one of India’s fastest growing privately held companies operating in sales and distribution of consumer services.,201 303,$100M to $500M,2000,netambit.com/,1,Girish Batra,1001-5000,3,Late Stage Venture,"Apr 27, 2011","₹550,000,000",Series C,"₹550,000,000",Bessemer Venture Partners,SVB Capital,Helion Venture Partners,,,3,,,G5,E-G2,2000,7700000,7700000,2011,11,700000,49000,245000,700
C4030,Fitterfly,Diabetes,Health Care,Mumbai,Maharashtra,Fitterfly offers customized and personalized wellness programs for diabetes care and weight loss.,—,$1M to $10M,"Sep 1, 2016",www.fitterfly.com,2,Arbinder Singal,101-250,4,Early Stage Venture,"Jul 20, 2022","$ 1,20,00,000.00",Series A,"$ 1,81,00,000.00",Venture Catalysts,Fireside Ventures,Amazon Smbhav Venture Fund,Metaform Ventures,,7,Shailesh Gupta,,G3,E-G9,2022,18100000,12000000,2016,6,3016666.667,120666.6667,241333.3334,701
C5124,Cashflo,Finance,Financial Services,Mumbai,Maharashtra,Cashflo is a finance startup that offers finance automation tools for corporates and SMEs.,400051,$1M to $10M,2018,www.cashflo.io,2,Ankur Bhageria,101-250,2,Early Stage Venture,"Sep 6, 2022","₹ 70,00,00,000.00",Series B,"$ 1,20,61,460.00",General Catalyst,Elevation Capital,Whiteboard Capital,Nitin Gupta,Jitendra Gupta,12,Dushyant Agarwal,,G3,E-G9,2022,12061460,9800000,2018,4,3015365,120614.6,241229.2,702
C401,National Commodity & Derivatives Exchange (NCDEX),Financial Services,Stock Exchanges,Mumbai,Maharashtra,National Commodity & Derivatives Exchange (NCDEX) is a professionally managed on-line multi commodity exchange.,400 078,$50M to $100M,2003,www.ncdex.com/index.aspx,—,,251-500,2,Private Equity,"Jan 29, 2014","₹495,600,000",Private Equity,"₹945,600,000",IDFC Private Equity,Oman India Joint Investment Fund,,,,2,,,G4,E-G7,2014,13238400,6938400,2003,11,1203490.909,60174.54545,240698.1818,703
C1289,Indian School Finance Company,Education,Finance,Delhi,Delhi,Hyderabad-based private institutional lender to the education sector,110034,$1M to $10M,2008,www.isfc.in/,1,Samir Mehra,101-250,2,M&A,"Aug 25, 2020","$ 3,00,00,000.00",Venture - Series Unknown,"$ 3,60,00,000.00",InCred,U Gro Capital,Profectus Capital,Gray Matters Capital,,4,,,G3,E-G9,2020,36000000,30000000,2008,12,3000000,120000,240000,704
C2074,JetSynthesys,Software,,Mumbai,Maharashtra,JetSynthesys is a digital entertainment and technology company.,411001,Less than $1M,2014,jetsynthesys.com,1,Rajan Navani,101-250,2,—,"Jul 29, 2021",—,Venture - Series Unknown,"₹ 3,00,00,00,000.00",Kris Gopalakrishnan,Sachin Tendulkar,Adar C. Poonawalla,,,3,,,G8,E-G9,2021,42000000,0,2014,7,6000000,240000,240000,705
C1674,Four Interactive,Information Technology,Online Auctions,Bengaluru,Karnataka,"Four Interactive provides online local information services about business establishments, events, movies, and shopping in India.",560 038,Less than $1M,2006,www.fourint.com,3,Kiran Konduri,Nov-50,2,Early Stage Venture,"Sep 1, 2007","$ 1,00,00,000.00",Series B,"$ 1,20,00,000.00",Lightspeed Venture Partners,Matrix,Silicon Valley Bank,,,3,,,G8,E-G5,2007,12000000,10000000,2006,1,12000000,240000,240000,706
C3347,MedECube Healthcare,Health Care,Hospital,Gurgaon,Haryana,MedECube is an asset-less firm in the healthcare sector that helps patients get access to doctors in major hospitals and clinics.,122003,$10M to $50M,2015,www.medecube.com/,1,Dilpreet Brar,Nov-50,1,Early Stage Venture,"Mar 3, 2016","$ 40,00,000.00",Series A,"$ 40,00,000.00",Artiman Ventures,,,,,1,,,G2,E-G5,2016,4000000,4000000,2015,1,4000000,80000,240000,707
C39,Vijaya Diagnostic Centre,Health Care,Health Diagnostics,Hyderabad,Andhra Pradesh,"Vijaya Diagnostic Centre provides laboratory, cardiology, and gastroenterology services.",—,$50M to $100M,"Jan 1, 1981",www.vijayadiagnostic.com/,1,Surendranath Reddy,51-100,2,IPO,"Mar 17, 2017","$7,650,000",Series A,"$71,054,089",Kedaara Capital,,,,,1,,,G4,E-G6,1981,71054089,7650000,2017,36,1973724.694,59211.74082,236846.9633,708
C4979,Loop Health,Fitness,Health Care,Pune,Maharashtra,Loop Health is bringing ease and choice to patients seeking major medical treatments.,—,$10M to $50M,Dec-17,www.loophealth.com/,3,Amrit Singh,01-Oct,4,Early Stage Venture,"Apr 19, 2022","$ 2,50,00,000.00",Series B,"$ 3,93,00,000.00",General Catalyst,Elevation Capital,Y Combinator,Khosla Ventures,Soma Capital,21,Mayank Kale,,G2,E-G10,2022,39300000,25000000,2017,5,7860000,78600,235800,709
C4006,GrayQuest,Financial Services,,Mumbai,Maharashtra,GrayQuest is a payment platform for college and schools fees.,400012,$10M to $50M,2017,www.grayquest.com/v2/,1,Rishab Mehta,101-250,4,Early Stage Venture,"Mar 9, 2023","₹ 56,00,00,000.00",Series A,"$ 1,17,83,698.00",Revant Bhate,Pravega Ventures,Anupam Mittal,Sujeet Kumar,,35,,,G2,E-G9,2023,11783698,7840000,2017,6,1963949.667,78557.98668,235673.96,710
C4001,BharatAgri,Agriculture,AgTech,Pune,Maharashtra,BharatAgri is a platform that delivers actionable insights that help increase the yield and income of farmers.,411045,$10M to $50M,2017,www.bharatagri.com,2,Sai Gole,51-100,9,Early Stage Venture,"Oct 19, 2023","₹ 35,00,00,000.00",Series A,"$ 1,56,92,312.00",Google for Startups,Omnivore,Better Capital,Arkam Ventures,,17,Siddharth Dialani,,G2,E-G6,2023,15692312,4900000,2017,6,2615385.333,78461.55999,235384.68,711
C321,BIBA Apparels,Apparel,E-Commerce,New Delhi,Delhi,BIBA Apparels is a designer and retailer of women's ethnic apparel in India.,110074,$1M to $10M,1988,www.biba.in/intl,1,Meena Bindra,501-1000,1,—,"Dec 5, 2013","$48,600,000",Venture - Series Unknown,"$48,600,000",Warburg Pincus,Faering Capital,,,,2,,,G3,E-G3,1988,48600000,48600000,2013,25,1944000,116640,233280,712
C1508,Ziqitza Health Care,Health Care,Social Entrepreneurship,Mumbai,Maharashtra,Ziqitza Health Care provides emergency medical services in urban centers of India.,400013,$1M to $10M,"Mar 11, 2005",www.zhl.org.in/,5,Manish Sacheti,5001-10000,3,Early Stage Venture,"Mar 26, 2010","$ 42,50,000.00",Series B,"$ 72,50,000.00",Acumen,,,,,1,,,G3,E-G4,2010,7250000,4250000,2005,5,1450000,116000,232000,713
C4253,NGeneBio,Biotechnology,Medical Device,Gurgaon,Haryana,NGeneBio provides in vitro diagnostics panel and clinical analysis software.,8390,$1M to $10M,"Oct 1, 2015",www.ngenebio.com/,1,Daechul Choi,101-250,1,Early Stage Venture,"Nov 20, 2018","₩ 12,00,00,00,000",Series B,"$ 86,40,000",DSC Investment,Korea Venture Investment Corp,UTC Investment,,,4,,,G3,E-G9,2018,8640000,12000000000,2015,3,2880000,115200,230400,714
C52,Computer Age Management Services,Financial Services,Information Services,Chennai,Tamil Nadu,CAMS is a technology-enabled solutions provider to the Indian finance industry.,600002,$1M to $10M,1988,www.camsonline.com,1,Vaidyanathan Shankar,1001-5000,4,IPO,"Apr 1, 2019","$51,000,000",Private Equity,"$51,000,000",Warburg Pincus,Faering Capital,NSE Investment,,,3,,,G3,E-G2,1988,51000000,51000000,2019,31,1645161.29,115161.2903,230322.5806,715
C2125,IndiaLends,Financial Services,FinTech,New Delhi,Delhi,IndiaLends is a digital lending and borrowing marketplace that connect borrowers with lenders to help them access affordable credit.,110017,$1M to $10M,2014,indialends.com/,2,Gaurav Chopra,101-250,5,—,"Mar 19, 2021","$ 51,00,000.00",Venture - Series Unknown,"$ 2,01,50,000.00",American Express Ventures,DSG Consumer Partners,AdvantEdge Founders,Google Launchpad Accelerator,ACP Partners,9,Mayank Kachhwaha,,G3,E-G9,2021,20150000,5100000,2014,7,2878571.429,115142.8572,230285.7143,716
C5024,Eupheus Learning,E-Learning,EdTech,Delhi,Delhi,"Eupheus Learning: India's Largest School Focused Distribution Platform Offering Curricular, Supplemental and Technology Solutions to K-12.",110044,Less than $1M,"Jun 1, 2017",www.eupheus.in,3,Amit Kapoor,251-500,4,Late Stage Venture,"Sep 14, 2021","$ 1,00,00,000.00",Series C,"$ 1,84,00,000.00",Lightrock,Sixth Sense Ventures,Yuj Ventures,Al Rayan Holding Company,United Education Company,5,Sarveshwar Shrivastava,,G8,E-G7,2021,18400000,10000000,2017,4,4600000,230000,230000,717
C233,NSL Renewable Power,Clean Energy,Energy,Hyderabad,Andhra Pradesh,"NSL Renewable Power is an independent company with interests in wind fams, hydel power, and biomass plants.",500034,$1M to $10M,1985,nslpower.com,—,,Nov-50,6,Private Equity,"Aug 4, 2014","$11,400,000",Private Equity,"$166,400,000",International Finance Corporation,Asian Development Bank,Proparco,KFW DEG,Fe Clean Energy,6,,,G3,E-G5,1985,166400000,11400000,2014,29,5737931.034,114758.6207,229517.2414,718
C3218,Boon,Internet of Things,Smart Cities,Gurgaon,Haryana,Water-tech startup using innovation for impact. Come celebrate water like it should be. As a blessing. #BetterYourWater,122016,$1M to $10M,2015,helloboon.com,2,Advait Kumar,101-250,2,—,"Feb 10, 2021","$ 1,60,00,000.00",Venture - Series Unknown,"$ 1,72,00,000.00",Rajasthan Venture Capital Fund,ACPL Exports,Saurya EnerTech,Pramod Agarwal,,4,Vibha Tripathi,,G3,E-G9,2021,17200000,16000000,2015,6,2866666.667,114666.6667,229333.3334,719
C217,National Bulk Handling,Financial Exchanges,Financial Services,Mumbai,Maharashtra,"National Bulk Handling provides agri-warehousing, collateral management and trade facilitation services.",400059,Less than $1M,2003,www.nbhcindia.com/,1,Ramesh Doraiswami,501-1000,1,Private Equity,"Feb 26, 2014","₹3,000,000,000",Private Equity,"₹3,000,000,000",True North,,,,,1,,,G8,E-G3,2003,42000000,42000000,2014,11,3818181.818,229090.9091,229090.9091,720
C1240,Lawrencedale Agro Processing,Agriculture,Food Processing,Chennai,Tamil Nadu,Lawrencedale Agro Processing is an end-to-end service provider in the fruit and vegetable industry.,643 001,$1M to $10M,2009,lawrencedale.com/,1,Vijayaraghavan Palat,101-250,3,Early Stage Venture,"Sep 18, 2016","$ 80,00,000.00",Series B,"$ 2,00,00,000.00",Patamar Capital,BESTSELLER Foundation,,,,2,,,G3,E-G9,2016,20000000,8000000,2009,7,2857142.857,114285.7143,228571.4286,721
C3075,Beardo.in,Consumer Goods,Cosmetics,Ahmedabad,Gujarat,Beard is an official brand manufacturer of natural ordinary oils or incompatible products to bearded man.,—,$1M to $10M,2015,www.beardo.in/,1,Priyank Shah,101-250,4,M&A,"Jan 16, 2018",—,Seed,"$ 85,66,698.00",Venture Catalysts,Marico,Artha Group,Apoorva Ranjan Sharma,Rajesh Mane,8,,,G3,E-G9,2018,8566698,0,2015,3,2855566,114222.64,228445.28,722
C1033,Onsitego,Consumer,Consumer Electronics,Mumbai,Maharashtra,"Onsitego is India’s leading device-care provider and offers Extended Warranty, Damage Protection, AMC Plans, and On-Demand Repair Services.",400059,$1M to $10M,Aug-10,onsitego.com,1,Kunal Mahipal,101-250,4,Early Stage Venture,"Sep 22, 2020","₹ 70,00,00,000.00",Series B,"$ 2,85,23,402.00",Accel,International Finance Corporation,Zodius Capital,,,3,,,G3,E-G9,2020,28523402,9800000,2010,10,2852340.2,114093.608,228187.216,723
C3241,GoldVIP Technology Solutions (Crown-it),Mobile Apps,Retail,Haryana,Haryana,Crown It is a mobile app which is set to revolutionize retail business in India.,—,$10M to $50M,"Mar 3, 2014",crownit.in/,3,Arvind Saini,101-250,4,—,"Jan 1, 2019",—,Venture - Series Unknown,"$ 95,00,000.00",Accel,InnoVen Capital,Kunal Shah,Girish Mathrubootham,Sandeep Tandon,8,Ashish Munjal,Sameer Grover,G2,E-G9,2019,9500000,0,2014,5,1900000,76000,228000,724
C1225,Goomo.com,Hospitality,Travel,Mumbai,Maharashtra,"Goomo.com offers fully customizable travel options for individuals, groups, and institutions.",400051,Less than $1M,Feb-06,www.goomo.com/,1,Varun Gupta,251-500,1,Private Equity,"Jun 5, 2017","$ 5,00,00,000.00",Private Equity,"$ 5,00,00,000.00",Emerging India,,,,,1,,,G8,E-G7,2017,50000000,50000000,2006,11,4545454.545,227272.7273,227272.7273,725
C797,Quintegra Solutions,Computer,Software,Chennai,Tamil Nadu,Quintegra Solutions is a software service provider.,600018,$1M to $10M,1994,www.quintegrasolutions.com,1,Vasu Narasimhan,51-100,1,Private Equity,"Oct 1, 2007","$49,000,000",Private Equity,"$49,000,000",MAPE Advisory Group,,,,,1,,,G3,E-G6,2007,49000000,49000000,1994,13,3769230.769,113076.9231,226153.8461,726
C291,Microland,Application Performance Management,Cloud Computing,Bengaluru,Karnataka,Making digital happen. Microland's delivery of digital is all about making technology do more and intrude less.,560 103,$10M to $50M,1989,www.microland.com/,1,Pradeep Kar,1001-5000,2,—,"Aug 9, 2006","$11,000,000",Venture - Series Unknown,"$18,300,000",ICICI Bank,Intel Capital,Trident Capital,JAFCO Asia,JPMorgan Partners,8,,,G2,E-G2,1989,18300000,11000000,2006,17,1076470.588,75352.94116,226058.8235,727
C1099,Zoomin,E-Commerce,Internet,Mumbai,Maharashtra,"ZoomIn, India's #1 online photo service helps preserve your best moments in the form of high-quality Photobooks, Prints & Gifts!",—,Less than $1M,2007,www.zoomin.com,5,Arun Benty,51-100,8,Late Stage Venture,"Mar 30, 2021","$ 5,20,00,000.00",Series C,"$ 10,54,50,000.00",General Atlantic,Bessemer Venture Partners,Salesforce Ventures,First Round Capital,InnoVen Capital,10,,,G8,E-G6,2021,105450000,52000000,2007,14,7532142.857,225964.2857,225964.2857,728
C5936,WhiteHat Jr.,Education,Information Technology,Andheri,Maharashtra,Whitehar Jr - leading and best computer programming learning websites teaching kids to code.,400059,Less than $1M,2018,www.whitehatjr.com,1,Karan Bajaj,101-250,3,M&A,"Jul 1, 2020",—,Venture - Series Unknown,"$11,294,388",Omidyar Network,Nexus Venture Partners,Owl Ventures,Bossanova Investimentos,,4,,,G8,E-G9,2020,11294388,0,2018,2,5647194,225887.76,225887.76,729
C4974,WhiteHat Jr.,Education,Information Technology,Andheri,Maharashtra,Whitehar Jr - leading and best computer programming learning websites teaching kids to code.,400059,Less than $1M,2018,www.whitehatjr.com,1,Karan Bajaj,101-250,3,M&A,"Jul 1, 2020",—,Venture - Series Unknown,"$ 1,12,94,388.00",Omidyar Network,Nexus Venture Partners,Owl Ventures,Bossanova Investimentos,,4,,,G8,E-G9,2020,11294388,0,2018,2,5647194,225887.76,225887.76,730
C1875,Vriti Infocom,B2B,Content,Noida,Uttar Pradesh,Vriti Infocom is an education platform that connects content providers with students who look for courses.,201301,$1M to $10M,2006,www.vriti.com,4,Pankaj Vermani,501-1000,2,Early Stage Venture,"Aug 25, 2010","$ 50,00,000.00",Series B,"$ 75,00,000.00",Intel Capital,JAFCO Asia,,,,2,,,G3,E-G3,2010,7500000,5000000,2006,4,1875000,112500,225000,731
C2219,Sasta Sundar,Alternative Medicine,Baby,Kolkata,West Bengal,Buy Genuine prescription medicine online & save big with free home delivery. India's fastest growing & most trusted Online Pharmacy.,700156,$10M to $50M,"Sep 2, 2013",www.sastasundar.com/,2,B L Mittal,501-1000,1,M&A,"May 30, 2017","$ 50,00,000.00",Venture - Series Unknown,"$ 50,00,000.00",Rohto Pharmaceutical,,,,,1,Ravi Kant Sharma,,G2,E-G3,2017,5000000,5000000,2013,4,1250000,75000,225000,732
C1735,ideacts innovations,Advertising,Advertising Platforms,Mumbai,Maharashtra,Ideacts Innovations is an India-based internet media company that provides web advertising platforms for brands.,400053,$10M to $50M,2007,www.ideacts.com,1,Maninder Gill,51-100,2,Early Stage Venture,"Apr 30, 2009",—,Series B,"$ 50,00,000.00",Peak XV Partners,,,,,1,,,G2,E-G6,2009,5000000,0,2007,2,2500000,75000,225000,733
C2469,Rajesh LifeSpaces,Construction,Project Management,Mumbai,Maharashtra,Rajesh LifeSpaces celebrates both – their legacy and our ability to create budget homes and future-ready apartments in Mumbai.,400 059,Less than $1M,2012,www.rajeshlifespaces.com,1,Raghavjibhai Patel,501-1000,2,—,"Oct 10, 2016","$ 1,49,00,000.00",Venture - Series Unknown,"$ 1,49,00,000.00",Brand Capital,Altico Capital India Private Limited,,,,2,,,G8,E-G3,2016,14900000,14900000,2012,4,3725000,223500,223500,734
